name,img,captions,image_text
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1254).jpg,a cat with a capt that says you ' re, Your face when someone tells a f /Sarcasmlol Your face when your crush says the same joke
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (324).jpg,a group of people sitting on a couch holding up signs, iPod iPad ifaid
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4146).jpg,when you ' re - mememe when you ' re - mememe when you ' re, When u check your messages and your favorite person hasn't replied in 3 hours Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (738).jpg,a wise man is a wise man, A Wise Chinese Man Once Said
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3760).jpg,a woman looking up at a man who is looking up at her," Me to my best friend Sarcasm find me a boyfriend me,"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (547).jpg,a yearbook with a photo of two men in tuks, N My dog ate my No him.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (412).jpg,a man holding a baby in his arms, This kid met his grandpa's twin for the first time
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (614).jpg,a group of people standing in front of a white background, P53 when it detects a problem in a cell during mitosis
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3313).jpg,my dearon kids relax daddy is trying for the best mum for u," Dear unborn kids, Relax Daddy is trying to figure out the best Mum for U Sarcasm My"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1885).jpg,a woman running down a path with the words did you know??," Did you know? If you run 3-5 Kms a surely in 5 years you will be very far from home day,"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2628).jpg,a man is standing on the grass with a bag, When mom returns from market FB /Sarcasmlol Star
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (26).jpg,"when you see the moon, you see the stars, you see the stars, you see the stars", take When my a picture for my friends take friend pictures of me
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (648).jpg,"a cartoon picture of a man sleeping in bed with the capt that reads, ` ` ' ' '", how come | never in my life seen a microwave commercial sleep
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4731).jpg,this generation of 80 year old looks like they ' re, This generation of 30 year old still look like they 18-25
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3596).jpg,"me asking my job, and future getra 15 minutes of sleep"," Me risking my job, career; and future to an extra 15 minutes of sleep get"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3245).jpg,"i can keep my mouth shut, but i can keep my mouth shut, but i can keep my"," can keep my mouth shut, but you can read the subtitles on my face. Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2803).jpg,a cartoon character with a green shirt and a green jacket, When you the tourists wrong directions as a prank and after a week see them missing on TV FB/Sarcasmlol give
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (83).jpg,a picture of a person with a fire in the background, opening this late at night. sound 16 99 Try
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4090).jpg,a boy with glasses and a yellow shirt, One thing about me is I'm coming. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2449).jpg,yesterday i was going to school yesterday yesterday yesterday yesterday yesterday yesterday yesterday yesterday yesterday yesterday yesterday yesterday yesterday yesterday, Yesterday wore something from 5 years ago and it actually still fit! So proud of myself. It was a scarf; but still. Lets be positive here. FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (780).jpg,a white paper with blue writing on it, in blanks A APple B C D E E F F 'Pele
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (523).jpg,the flash story - the flash society, The Flat Earth The Flat Earth Society has members all around the globe.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3715).jpg,"if you haven found your soul, you ' re ' ver"," If you haven't found your soulmate yet, don't feel bad. Even the married ones are still searching. Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4353).jpg,when you ' re from your partner when you ' re from your partner when you ' re from your, When your crush posts something romantic and you to convince yourself it's about you Sarcasm try
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4873).jpg,a mirror with a small mirror on it, One of these is Iying sarcasm O
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1752).jpg,how they ask money from father daughters, How they ask money from father Daughters Sons [SarcasmLol
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (197).jpg,"a painting of two men in military uniforms, one pointing at the other man", My dad showing 7 year old me the belt can't recite the Multiplication Tables u/NiceLapis
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4440).jpg,a man and woman are looking at something," FB /SarcasmLol Look son, this is your future AMAZING!"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2386).jpg,first mistake of life, First mistake of our life FB/Sarcasmlol Second mistake of our life
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3614).jpg,"two children are kissing and the capt reads, oh your best friend knows how evil is your mind"," Only your bestfriend knows, Sarcasm How devil is your mind"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1580).jpg,a woman laying on a bed with a dog," U walk into ur room nd u see ur GF cousin on ur bed 2kids, How old is ur neighbors dog? @sarcasm9"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2747).jpg,a cartoon character in a wheelchair with a crocodile and a man in a wheelchair, A short story FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (636).jpg,a man in a suit and tie waving his hand," Raise your hand If you write ""ETC"" in exam because you don't remember other examples"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (725).jpg,a girl hugging her friend in the middle of the picture, Life donating her kidney who mark me absent even if I'm present in class by
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2902).jpg,"a quote that says, my wife is strength all other women are weaknesss", wife is my strength All the other women are my weakness. Sarcasm My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2840).jpg,"a text message that reads, ' i ' ll ' ver '", Tricked! Will you go out with me? No... Do you even know what [SarcasmLol just said? Yes- will you g0 out with mel! Yeaahh _ why not!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1990).jpg,"a man with a white shirt and a white shirt with the words, i ' m ' a dream",
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3260).jpg,a man in a suit is pointing at a hamburger, Where does all your money Me: McD Sarcasm g0?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3853).jpg,"if you see me, i ' m ' m ' m ' m ' m ' m ' m", If you see me and don't mind us. That's how we communicate
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1423).jpg,"a woman sitting on a bed with a capt that reads, ' intros waiting quane to over", Introverts waiting for quarantine to be over can be alone they again
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (840).jpg,a gorilla with a hat on and a man in a suit, Hair follicles on my head my ass
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (401).jpg,a person jumping in the air with a parachute, 2 Close enough! QA.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3751).jpg,"a text message that reads, ` ` ' ' i ' m ' ve crush on you have 4", 1have 4 Sarcasm you!
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (252).jpg,a screenshot of a woman with a tweet on her twitter," anxiety paratha @tipsyTotka BHAI WOKE UP WITH IK FOLLOWERS WTF 117 29 1,454 ducky @balleballeshawa Replying to @tipsyTotka why did you sleep w so many 11:55 pm 31 22 Twitter for Android Aug"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (402).jpg,a col col of a girl in a party hat, Wish ya all the best
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3902).jpg,girls after 8 by nobody loves me, Girls after rejecting 86 boys.. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (296).jpg,a man with glasses and a mustache on his face, @SARCASMI When your friends are arguing whether the answer is 28 or 28.7 but your answer was South Africa
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1578).jpg,a bunch of airplanes sitting on top of a pile of black and white, 1999: By 2020 we'll have flying cars 2020: Not even planes fly
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4724).jpg,"a white poster with the words ' 20 is on my year, i ' m ' e '"," 2078 is gonna be my year, | can feel it. Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1413).jpg,two girls with their faces in the same picture," ""Where were ""Are you ignoring Me: ""You you?"" me?"""
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4679).jpg,just you can ' t be a potato," Just Look At Yourself, No One To Text, Just Laying In Bed Like A Potato Scrolling Facebook."
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2301).jpg,a girl and boy are smiling and waving with the capt that says how do you know?, How to impress a girl Respect her Honor her Protect her Care for her How to impress a Just smile once! Game Over! boy
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3894).jpg,a man with a cat on his shoulder and the capt says i ' m ' m ' m ', may look normal but | Meow back at cats Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4283).jpg,a picture of a dog with four different colors, 4 followers on Instagram Sarcasm 4 followers on Twitter 4 Followers in street at 3AM
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (585).jpg,a bed with a pillow and a pillow on it, Best place to sleep Best place to eat
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1167).jpg,water socks but how hell are you gonna wash your feet?, Waterproof Socks But how the hell are you gonna wash them?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1235).jpg,captain america mememe mememe captain america mememememe captainmemememe, If you ever feel dumb or stupid ISarcasmlol Just remember that Captain America tried
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (248).jpg,a man with a beard and a beard that says just time to take a break, Justin Timberlake
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1059).jpg,a little girl in a raincoat standing on the sidewalk, When you throw away your condom and three years later it shows up at your door
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4651).jpg,a white poster with the words after being a fairly members social media, After blocking all family media... Her bio: Family is everything. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (77).jpg,a boat floating in the water with a large number of fish, Relationship Status: My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (133).jpg,"a sign that says no smoking, but there is no smoking", smoking- SAVAGE No
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2062).jpg,a man in a suit standing next to a red car, Don't tell people your plans Show them your results
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4117).jpg,a man in a suit and tie smoking a cigarette," Trust me, your ex still Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3946).jpg,two men in suits are sitting down and one is holding his hands, When you see your EX dating someone more bad looking than you !
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1366).jpg,"a cartoon character with a capt that reads, ` ` ` ' when you ' re ' '", @xsqoof when a mf you don't like says something funny
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (285).jpg,a broken window with a blue handle, BANKWETRUSTOURCUSTOMERS imgflip com
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (206).jpg,a man in a suit and tie with a microphone and a smile, a millionaire? Yes! If you are a billionaire
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2680).jpg,"me 3 amthing, why the did i sleep in the afternoon"," Me at 3AM thinking, why Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2474).jpg,a bed with a wooden frame and white sheets, When you married but as a friend FB /Sarcasmlol get
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (38).jpg,texting that reads ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `, Chats Unknown typing- have a boyfriend Hi #had 9.54
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3033).jpg,a person holding a phone with em em em em em em em em em em em em em em, Look at my nails Sarcasm cut my nails yesterday
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4675).jpg,a man is walking up the stairs and a woman is walking up the stairs, True story Sarcasm Others Me
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3081).jpg,a man in an orange jacket talking on a cell, Asking the teacher for help Sitting there
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3649).jpg,my cat escapes from me my cat we are going to the movies, cat: cat a week later: Sarcasm My My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1814).jpg,"a man in a suit and a woman in a pink shirt, both with the same words", Police: Where are you going without mask? Me: To mask [SarcasmLol Police Me buy
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1425).jpg,a man sitting on a bed with a laptop, That moment you are unplugging What?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1669).jpg,congratulations you made it june welcome welcome welcome welcome welcome welcome welcome welcome welcome welcome welcome welcome welcome welcome welcome, Congratulations: You made it to June Welcome to level 6 of JUMANJI.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (661).jpg,a man is sitting in a chair with a fire, Fastest way to burn fat
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3098).jpg,a letter with a smiley face and a smiley face with a smile, New version of Alphabet A EFG H JKLM N
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3846).jpg,a cartoon character with a capt that says i have always wondering this guy is crying, have always wondered how this guy would Sarcasm cry
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2576).jpg,reason reason reason reason reason reason reason reason reason reason reason reason reason reason reason reason reason reason reason reason," Because realize re human beings, trying to make a living, not my servants they'"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (202).jpg,"two little girls sitting on a bench with the capt that says, ` ` ` ` ` ` `"," A small boy & a girl were crying. Someone asked them, are you both crying?"" Girl said, doll is broken"" Boy said, ""My doll is crying"" ""Why ""My"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (87).jpg,a man in a blue jacket sitting on a tire, When see someone with a flat tire on the of the road so you help them fix the tire and MEKANIK they
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (439).jpg,a woman in a blue dress is standing next to a glass with water, REFRACTION NORMAL 90 SUBSTANCE 'BOUNDARY ANGLE OF REFRACTION
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3411).jpg,a couple sitting at a table with a pizza and a pizza," Will u eat eating pizza? light these days. Waiter; a pizza for me and a Philips LED for this lady. No,"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (205).jpg,a statue of spider spider with his arms outstretched,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3652).jpg,"a green man with a brown shirt and a brown vest, with the capt that reads, when you"," When put ""???"" in a conversation, this is exactly my face behind the phone Sarcasm"
